Title,Price,Bedrooms,Square Feet,Full Address,monthly,apartment,cats are OK - purrr,dogs are OK - wooof,laundry on site,air conditioning,off-street parking,EV charging,w/d in unit,carport,no smoking,attached garage,detached garage,laundry in bldg,Fee Needed To Apply,wheelchair accessible,no parking,furnished,street parking,no laundry on site,house,w/d hookups,date_added
"Great Find Westwood, WLA, Century City","$2,250 ",1br,600,"Pontius, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Virtual Tour | Jr 1 Bedroom 1 Bath Close to UCLA | Patio and Balcony,"$2,650 ",1br,395,"1901 Overland Avenue, West Los Angeles, CA 90025",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Central A/C and heat., Walk in closets, 1 bedroom","$4,395 ",1br,801,"210 Santa Monica Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
1B1B Great location w/ Mirrored oversized closets!,"$3,429 ",1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Recently Renovated Furnished Co-living in Westwood * SS Appliances,"$1,695 ",1br,143,"1533 Selby Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
We have the perfect 1 bed 1 bath for you and your pets! Tour today!,"$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Barrington Avenue Views!,"$3,061 ",1br,870,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood Village 1 Bedroom Suite ^ Plank Flooring ^ Air Conditioning,"$3,195 ",1br,650,"1033 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Walk in closets, Internet and cable ready, 1BD 1BA","$4,395 ",1br,801,"210 Santa Monica Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
"Located in Santa Monica, Elfa Closet System, 1 bedroom","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Beautiful One Bedroom Apartment - A New Wave of Living.,"$3,107 ",1br,740,"550 South Barrington Avenue, Los Angeles, CA 90049",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Unlock Savings! Move in Today and Receive One Month FREE Rent!,"$2,864 ",1br,640,"11411 Ohio Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"RENOVATED and fully upgraded, 1 BED+ 1 BATH Garden Apartment","$2,100 ",1br,600,None listed,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Swimming Pool ^ Sauna ^ 1 Bedroom in West Los Angeles ^ Breakfast Bar,"$2,250 ",1br,650,"3230 Overland Avenue, Culver City, CA 90034",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Score BIG Savings! One Month FREE Rent on Move-In!,"$2,903 ",1br,665,"11411 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Your New Home Awaits! Enjoy One Month FREE Rent!,"$2,883 ",1br,628,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
ACT FAST! One Month FREE Rent on Select Apartments!,"$2,858 ",1br,628,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Large Closets, Off Street Parking, Garage","$2,195 ",1br,,"11858 Goshen Ave, Los Angeles, CA 90049",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
LIMITED TIME OFFER: Lease Now & Enjoy One Month Free Rent!,"$2,700 ",1br,590,"11411 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
DON'T MISS OUT! ONE MONTLH FREE RENT ON YOUR NEW APARTMENT!,"$2,600 ",1br,592,"11411 Ohio Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Elevator Access, Private Balconies","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Special Offer Inside! Get One Month Free Rent on Your New Lease!,"$2,918 ",1br,682,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Welcome to your new 1 bed, 1 bath! Washer & dryer in unit!","$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Start Saving NOW! One Month FREE Ren on Apartments!,"$2,906 ",1br,656,"1412 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Move in with Ease: One Month FREE Rent Offer Inside!,"$2,861 ",1br,656,"1412 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Seize the Savings: One Month FREE Rent on Available Units!,"$2,911 ",1br,656,"1412 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Your Next Home Awaits! Enjoy One Month FREE Rent!,"$2,864 ",1br,640,"11411 Ohio Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
DON'TWAIT! Get One Month FREE Rent on Your New Lease!,"$2,903 ",1br,665,"11411 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
ACT QUICKLY! One Month FREE Rent on Select Apartments!,"$2,883 ",1br,628,"1440 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Bay on 6th - Walking distance to the Beach!,"$2,849 ",1br,672,None listed,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
We have the perfect 1 bed 1 bath for you and your pets! Tour today!,"$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
Affordable convenience at The Jagger! Washer & Dryer in unit,"$5,200 ",1br,716,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
ACT QUICKLY! One Month FREE Rent on Select Apartments!,"$2,861 ",1br,656,"11400 Rochester Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Save BIG! Lease Today & Get One Month FREE Rent!,"$2,800 ",1br,628,"1436 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 BA in Westwood ^ Central A/C ^ Parking ^ Pet Friendly,"$3,095 ",1br,644,"520 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Enough living space for all your needs. 1 bed, 1 bath. Check us out!","$4,700 ",1br,435,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
One Bedroom Apartment .. Sub leasing March 1st,"$2,100 ",1br,740,"wade, Mar Vista, CA 90066",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
DON'T MISS OUT! ONE MONTLH FREE RENT ON YOUR NEW APARTMENT!,"$2,858 ",1br,628,"1436 Butler Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Modern 1 bedroom available !,"$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"This place will feel like home! 1 bed, 1 bath available! 435 Sq Ft!","$4,700 ",1br,435,"3630 Overland Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West Los Angeles ~ Patio/Balcony ~ Covered Parking,"$2,500 ",1br,650,"1737 Stoner Avenue, Los Angeles, CA 90025",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Central A/C | 1 Bedroom in Westwood | Refrigerator | Huge Closets,"$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 Bath Near Culver City | Quartz Counters | SS Appliances,"$2,250 ",1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Amazing 1 bed Unit * Laminate flooring throughout * Great price! *,"$2,350 ",1br,,"3750 Kelton Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bed, Public Transportation, Free Weights","$2,760 ",1br,940,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Simply stunning community with waterfront views. 1 Bd, 1 Ba available!","$3,360 ",1br,720,"4108 Del Rey Ave, Marina del Rey, CA 90292",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,2024-03-20
"Covered Parking, Laundry Facilities, Free Weights","$2,725 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Beautiful location on the westside!,"$2,195 ",1br,,"11858 Goshen Ave, Los Angeles, CA 90049",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Los Angeles CA, On-Site Management, 1 Bed","$2,760 ",1br,940,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 bedroom, Covered Parking, Night Patrol","$2,705 ",1br,810,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1+1 in West Los Angeles | Wood Plank Flooring | SS Appliances,"$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Seating Areas, Controlled Access, Courtesy Patrol","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Spa/Hot Tub, Laundry Facilities, Pool","$2,745 ",1br,825,"3767 Clarington Ave, Los Angeles, CA 90034",1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"10670 Ayres Ave., #6","$2,050 ",1br,550,"10670 Ayres Ave., los angeles, CA 90064",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2024-03-20
One Bedroom Apartment One mile from Beach !!,"$2,100 ",1br,740,"wade, mar vista, CA 90066",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,2024-03-20
Recently Renovated 1 Bedroom in Westwood * Pet-Friendly * Refrigerator,"$3,325 ",1br,640,"520 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1+1 apt, Quartz countertops, 24-Hour cardio fitness center","$3,429 ",1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Modern Junior 1+1 in West LA/Westside, SS Appliances, Cozy Fireplace","$2,350 ",1br,630,None listed,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Private Balconies, Courtesy Patrol, 1/bd 1/ba","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Modern 1 Bedroom 1 Bath in Westwood* W/D* Pet-Friendly* Fitness Center,"$5,395 ",1br,1129,"10700 Wilshire Ave, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Vinyl Plank Floors, Virtual Tour, Upgarded 1 Bedroom in Santa Monica","$3,150 ",1br,475,None listed,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Outdoor Lounges, Brand New 1 Bedroom in West Los Angeles/Brentwood ADJ","$3,438 ",1br,711,"11916 West Pico Boulevard, Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in West Los Angeles ~ Breakfast Bar ~ Pool ~ BBQ/Picnic Area,"$2,250 ",1br,650,"3230 Overland Ave, Culver City, CA 90034",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1+1 apt, Ceiling fan in the dining area, Modern plank flooring","$3,429 ",1br,800,None listed,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Century City | Remodeled | Rooftop Pool | Gym,"$2,895 ",1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Laundry On-Site**Quartz Counters**West Los Angeles 1 Bedroom 1 Bath,"$2,250 ",1br,700,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Washbox Dry Cleaning Services, Courtesy Patrol","$2,471 ",1br,382,"1447 Lincoln Blvd, Santa Monica, CA 90401",1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Vinyl Plank Floors | A/C | Remodeled 1 Bedroom in Santa Monica,"$3,095 ",1br,720,None listed,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1 Bedroom 1 BA in West Los Angeles, Wood Plank Flooring, SS Appliances","$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
West Los Angeles 1 Bedroom 1 Bath * SS Appliances * Call Today!,"$2,895 ",1br,700,"1801 Federal Avenue, Los Angeles, CA 90025",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Century City | Remodeled | Rooftop Pool | Gym,"$2,895 ",1br,750,"2600 Overland Avenue, West Los Angeles, CA 90064",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Westwood 1 Bedroom 1 BA* Vinyl Plank Floors* Pet-Friendly* Renovated*,"$2,395 ",1br,707,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Virtual Tour | Jr 1 Bedroom 1 Bath Close to UCLA | SS Appliances,"$2,650 ",1br,395,"1901 Overland Avenue, West Los Angeles, CA 90025",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
1 Bedroom in Palms | Stainless Steel Appliances | Wood-Inspired Floors,"$1,900 ",1br,750,None listed,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"1+1 in Venice | SS Appliances, Upgraded Counters, Call for Details!","$3,095 ",1br,750,"232-236 Third Ave, Venice, CA 90291",1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
WEST LOS ANGELES 1 Bedroom 1 BA * Ceiling Fan * Bike Racks * Pool,"$2,350 ",1br,681,"3749 McLaughlin Avenue, West Los Angeles, CA 90066",1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom in Palms + A/C + Wood Style Floors + SS Appliances,"$2,150 ",1br,,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Lovely 1 Bedroom in Santa Monica + Wood Style Floors + 1 Month Free!,"$3,695 ",1br,596,"1427 7th Street, Santa Monica, CA 90401",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Recently Renovated 1 Bedroom in Westwood + Subterranean Parking,"$3,325 ",1br,640,"520 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Furnished Co-living in Westwood ^ Recently Renovated ^ SS Appliances,"$1,695 ",1br,143,"1533 Selby Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,2024-03-20
1 Bedroom 1 BA in West Los Angeles * Spacious * Ceiling Fan * Carpet,"$2,325 ",1br,700,"1323 Federal Avenue, West Los Angeles, CA 90025",1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Air Conditioning, SS Appliances, Remodeled 1 Bedroom + Den in West LA","$2,850 ",1br,855,None listed,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"West Los Angeles Adj. 1 Bedroom w/ Rooftop Deck, Fireplace, SPECIALS","$2,695 ",1br,750,"10989 Rochester Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Rec Room | 1 Bedroom in West Los Angeles | BBQ/Picnic Area,"$2,250 ",1br,650,"3230 Overland Avenue, Culver City, CA 90034",1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
WESTWOOD 1 Bedroom - Renovated Unit - Refrigerator - Call for Details!,"$2,495 ",1br,653,None listed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
"Upgraded 1 Bedroom in Westwood, Virtual Tour, Stainless Steel Appls","$3,531 ",1br,700,"870 Hilgard Avenue, Los Angeles, CA 90024",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,2024-03-20
Remodeled 1 Bedroom in Marina Del Rey + Quartz + Balcony + Gym,"$3,295 ",1br,750,None listed,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
1 Bedroom 1 BA in Westwood ~ Ideal for Students ~ Call Us Today!,"$2,725 ",1br,700,"433 Kelton Avenue, Los Angeles, CA 90024",1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
Title Not Found,Price Not Found,Bedrooms Info Not Found,Square Feet Not Found,None listed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2024-03-20
